Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/20/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"Congo, Rep.",COG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,4.764473684,4.268318737,3.103381643,3.584437086,4.123491838,4.366180049,4.550748752,4.787234043,4.3197176,4.385098039,3.365982242,3.187096179,3.352112676,,2.253103808,2.575195715,,4.374427202,,,,,4.282586296,4.078410735,,,,,,,,1.948493873,2.341203858,2.682498277,2.673874094,1.657893917,1.637114728,2.002214408,1.751614469,,1.81872995,,,2.605858134,4.971939787,,7.170246624
Colombia,COL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.879776997,2.137387898,3.09134083,3.513237653,3.170804849,3.190915431,3.165231897,3.11737582,2.385355164,2.054926009,2.259580622,3.374260678,1.967154324,1.690245106,1.575760584,1.740276667,1.493602871,1.438489223,1.550324524,1.673932994,1.830121649,1.755117706,1.713852332,2.219939708,2.325892552,2.054015368,1.944620737,1.983135866,2.199235757,2.188181204,2.209794859,2.210160779,2.497385801,3.006959334,2.508408425,2.831626279,4.445376084,2.801799373,3.440977855,3.762741934,3.031683539,3.323872819,3.417127624,3.463988691,3.465015174,3.352873388,3.276130639,3.266739663,3.709744276,3.863294541,3.631148564,3.072783411,3.166777069,3.288824583,3.132227748,3.130892568,3.386918596
Comoros,COM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,2.793270912,2.464290568,2.336429943,2.111708277,1.921458857,,,,0.996156323,0.557769741,0.843963058,1.274077201,0.84902739,0.836178851,0.864732816,0.844799646,1.261261698,0.823865509,0.728028801,0.710453146,0.698044079,0.728660854,0.630491126,0.52470317,0.601269382,0.490877611,0.495061947,0.523241665,0.555765135,0.530303913,0.540807447,0.566746281,0.629054099
Costa Rica,CRI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Caribbean small states,CSS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,1.262293668,1.033953701,,,,0.97507482,,,,,,,,,,,,,,,,,,,,,,,,,,,0.710844674,,,0.745508215,,,,,
Cuba,CUB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,5.705792277,5.882499582,5.656581725,5.034466694,6.226669745,5.940009397,6.562935509,6.35929972,6.473364732,6.557139868,6.486043457,6.530271536,6.406278286,6.5107307,,1.812495131,,,,,,,,,,3.506846568,3.410726906,3.868554408,3.238167105,3.229136627,3.324655504,3.380960052,3.326856112,3.084505001,3.937599978,3.512728781,3.536000377,3.083798524,
Curacao,CUW,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,1.270291696,1.577157899,5.391477698,5.700256029,5.369355098,7.374035613,7.264776122,9.129286044,4.074952605,4.023989196,3.041034215,4.524714829,5.57391077,4.676317946,2.73385097,2.76736545,3.102672608,2.093850865,1.981136473,1.944338817,2.008085536,1.869181864,1.676993917,1.630011575,1.817013415,1.868442188,1.749015514,1.657163405,1.600103763,1.535173105,1.676343184,1.781480778
Czech Republic,CZE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.016154742,1.980911279,1.789439376,1.683130846,1.603856222,1.756899486,1.863321861,1.882708218,1.755096912,1.829188592,1.898993382,1.716384425,1.793907376,1.578452587,1.434013454,1.240916723,1.321422388,1.206623953,1.08546999,1.034682525,0.994729789,0.905403579,0.952304421,1.013414249
Germany,DEU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,2.868253401,2.913555956,3.015708004,3.008195903,3.104854466,3.125871383,2.985297771,2.892686591,2.903303039,2.822126973,2.8194301,2.896100715,2.888880113,2.881909309,2.785988336,2.729963254,2.656604923,2.63943943,2.514347022,2.411066389,2.397739394,2.12242056,1.976500012,1.799147865,1.646952122,1.588252022,1.55726982,1.497186199,1.47763139,1.482071597,1.443623375,1.405968301,1.410769976,1.399048683,1.348089949,1.329937502,1.268776768,1.237053513,1.281316605,1.388906954,1.35365069,1.281112196,1.311261447,1.223993716,1.188434744,1.183683832,1.184881001
Djibouti,DJI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,9.206118726,,8.253963631,7.847485685,7.596903165,6.879119075,6.871325994,7.033815515,6.665732989,6.246030429,5.948720268,4.964975226,5.282305006,5.192776067,4.995344941,4.721263549,4.550548213,5.625064252,6.713951284,5.608363252,6.328698815,6.440045373,4.070992017,3.630731801,,,,,,,,
Dominica,DMA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.578636268,2.463824759,2.874071056,2.874075617,2.686405185,2.676224179,2.569160472,2.528000321,2.617857526,2.345199419,2.316774163,2.25419089,2.097256719,1.893440198,2.143090431,2.30249297,2.120529501,2.13541231,2.191199752,2.17316726,2.274314737,2.336993512,2.318111025,2.267231882,2.131086748,2.009774759,1.870917497,1.957037894,2.008114738,1.94259943,1.916762998,1.919148931,1.855768168,1.872981886,1.740989,1.685314665,1.644816658,1.615961205,1.608026388,1.564854723,1.457444051,1.53238072,1.508149852,1.46685125,1.423704234,1.31148864,1.377492183,1.307247052,1.355004524,1.350178237,1.398621479,1.31353101,1.351819154,1.227252022,1.151545956,1.116482033,1.147914374
Dominican Republic,DOM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,5.696016819,5.549608454,4.611090887,4.145408604,4.143916161,4.526517284,3.78087204,3.459605721,3.456584191,2.893132873,2.416857249,2.196351416,1.987621396,1.791274013,1.968826907,1.830911515,1.928430479,1.885722924,2.157339142,2.182294279,1.583471549,1.72010463,1.582119478,1.461377854,1.34554329,1.210052358,1.344154123,1.018139924,0.880047445,0.800368025,0.675729466,0.348548928,0.559753941,0.75016137,0.726645056,0.544154568,0.630320831,0.783204378,0.780062374,0.816243888,1.043363424,1.247951667,1.090451903,0.777279333,0.70800214,0.81421409,0.724549188,0.627619057,0.699861657,0.66746117,0.667881925,0.603601455,0.653627047,0.618695111,0.670803566,0.672525002,0.639101612
Algeria,DZA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,2.457889091,3.432318283,3.364758455,3.438173825,2.944324158,2.576468399,2.331300129,2.032357455,1.968538458,1.624750683,1.570503975,1.969501577,2.135585578,2.711153341,2.249032608,2.381432035,2.140801579,2.102153823,1.81870427,2.062620495,1.951647414,1.730567992,1.645382676,1.769615959,1.793327162,1.740772459,1.535553959,1.457358755,1.23611608,2.194237699,2.55660378,3.137780742,2.9562443,3.094124505,3.637364334,3.965659634,3.755082753,3.433382401,3.820692641,3.700826621,3.251210204,3.283886291,2.834176721,2.643808855,2.923322167,3.024746187,3.848515513,3.518023204,4.325836229,4.461326771,4.843845241,5.54399602,6.315898483,6.546702591
East Asia & Pacific (excluding high income),EAP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.430635231,2.423714649,2.35628117,2.38463346,2.02724049,1.914349378,1.826214225,1.766588954,1.743807231,1.665128177,1.786211951,1.717500448,1.873215618,1.948036973,1.929102968,1.867812986,1.806440925,1.798627596,1.766563516,1.737442404,1.902945681,1.724963116,1.674915896,1.707719023,1.767383464,1.79938124,1.840227308,1.815971853
Early-demographic dividend,EAR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.301095308,2.165513966,2.316801487,2.735853635,2.680944529,2.949447516,2.846029536,3.012859509,3.23349235,3.3778322,3.599038055,3.580283279,3.53551369,3.472922448,3.767575639,4.478370212,4.653846658,5.581917817,5.408042183,4.775427341,4.439031136,4.728026311,5.375427459,5.041075044,5.028946851,4.661634175,3.824734228,4.496980229,4.207396131,3.796369985,3.639216312,3.564984083,3.171630276,2.991920036,2.786361577,2.802521525,2.67444871,2.805775468,2.899260509,2.73170444,2.618214915,2.630614043,2.632049247,2.567976405,2.481400137,2.397052544,2.332220466,2.273050595,2.246537835,2.550853165,2.335511385,2.2146806,2.295853375,2.38739435,2.582505332,2.70437544,2.435147231
East Asia & Pacific,EAS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,1.662257077,1.618365369,1.518713844,1.390249334,1.433935279,1.363925054,1.253117213,1.421013101,1.458439507,1.662765681,1.659784439,1.567885233,1.642336836,1.735435172,1.772791039,1.851139485,1.76165723,1.715308403,1.699585539,1.510787056,1.487996961,1.443014658,1.562777461,1.575323981,1.534438056,1.541561011,1.467006908,1.431639558,1.405519983,1.439596692,1.453763761,1.420475937,1.420168005,1.373630629,1.447569007,1.491883343,1.490891957,1.473332866,1.494758768,1.527864937,1.543337096,1.551240361,1.653801108,1.563324678,1.550935991,1.56453463,1.631464741,1.680611126,1.72893933,1.69596033
Europe & Central Asia (excluding high income),ECA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.531571219,3.764542936,3.711083437,3.387339056,3.422465209,3.554418605,3.143981117,3.259574468,3.275555556,3.0793379,3.25648855,3.499793814,3.445520581,3.349450549,3.19302138,5.119453925,4.943027211,4.713623024,4.187306404,3.357258558,3.884296257,3.962371852,4.26783706,4.003638769,3.727348126,3.579534369,3.711941554,,,,,,4.381072397,3.770946862,4.159090122,3.790367403,3.792075374,4.016362667,3.033464039,3.34036185,3.314373418,3.345112632,3.488103228,3.247176601,2.896961129,2.838067619,2.825867762,2.74063298,2.740095357,3.149377297,2.933044278,2.739291362,2.919765698,2.984895712,3.032671837,3.248410791,3.387843511
Europe & Central Asia,ECS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.555245032,4.478017931,4.482266132,4.281342489,4.163963435,4.054466662,3.967943751,3.906533374,3.767266873,3.479434048,3.216067649,3.204126367,3.237533741,3.088680857,3.101506322,3.210651564,3.108395606,3.093157576,3.075571339,3.033296445,3.05127446,3.132324709,3.216768777,3.192175851,3.131917515,3.078487932,2.953125521,2.921319619,2.756521296,2.669467305,2.598045515,2.515754969,2.510023029,2.399325151,2.314757524,2.133829872,2.108879847,2.095703565,1.970445752,1.958816324,1.932746948,1.901275808,1.922900802,1.909085655,1.865399113,1.834319087,1.797851161,1.772254401,1.805404012,1.919275249,1.860342876,1.790765662,1.830695983,1.796067874,1.752283163,1.742560997,1.769701214
Ecuador,ECU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.661805702,2.084526548,1.909953121,1.647570426,1.782628836,0.997525466,0.943106775,0.99123482,1.135243979,1.276250332,1.073001875,1.078862291,1.17131319,1.264817257,1.134004114,1.319880729,1.287473455,1.860074996,1.376209879,1.312783241,1.169365336,1.073379133,1.149581081,1.166571134,1.141714043,1.656858338,1.352339871,1.485068923,1.517749622,1.361262503,1.326157813,1.230856863,1.166700424,1.458061091,1.282089748,1.945073738,1.661789704,1.772774252,1.962964263,1.507477547,1.452075953,1.569375982,1.768891985,2.278553365,1.940332799,2.298402791,2.029825877,2.56823582,2.665041736,3.117418088,3.010551292,3.095110057,2.945452865,2.875890683,2.724076093,2.444704953,2.21339923
"Egypt, Arab Rep.",EGY,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,9.572240093,8.468752869,8.759760593,10.78517612,13.63844878,15.5309966,16.98497424,13.6729697,13.00475562,16.70891988,14.44998111,12.80660008,12.9014861,9.928534663,6.351829788,5.776807764,7.344111067,7.771521802,8.700868702,9.189938093,8.881142313,8.627072508,6.523602462,5.051560717,3.968558676,3.644772057,3.796146051,3.381020848,3.296713918,3.316285714,3.240686275,3.127942459,2.889996239,2.796276966,2.702048114,2.682593355,3.139252858,3.447215624,3.340838323,3.025654234,2.853936862,2.740375587,2.502128088,2.293042993,2.137276914,2.053497431,1.931587776,1.648175793,1.610056977,1.689694836,1.723147428,1.667282059
Euro area,EMU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.197251578,4.110532887,4.10825737,3.870217492,3.775128125,3.640875194,3.608902293,3.566324154,3.516077964,3.216651685,2.956556074,2.95787134,3.006713237,2.906579692,2.912081921,2.952714434,2.876206159,2.892975956,2.901191367,2.865789211,2.849854137,2.938110614,2.97735813,2.960843572,2.888511343,2.831627391,2.762204631,2.776067204,2.622099801,2.518078696,2.442436439,2.323055886,2.217188188,2.14814368,2.059256099,1.941053271,1.925214517,1.88615842,1.835224378,1.827484449,1.790246357,1.739003659,1.724480677,1.722577957,1.706075661,1.661181197,1.605921947,1.558488428,1.59561605,1.694210367,1.618758748,1.554439723,1.550292685,1.492721588,1.449989534,1.434487403,1.475455131
Eritrea,ERI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.03874765,13.39460186,20.82826481,21.95935218,12.8311476,35.2774689,39.60651651,32.65567104,22.13679153,20.67187828,20.86574527,,,,,,,,,,,,,
Spain,ESP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.928737676,1.730109838,1.913378569,1.659352583,1.812324449,1.774957202,1.953070737,1.725013022,2.124674225,2.235685673,2.101586389,1.937174697,2.129994603,1.939539808,2.028862802,1.841932432,2.133076084,2.126658441,2.166890457,2.294798686,2.373118553,2.460944955,2.535497269,2.798536329,2.826871919,2.816115658,2.501881915,2.492030841,2.372566113,2.248977949,2.185699781,2.029306152,1.946975184,1.917478855,1.907448464,1.866390036,1.761875195,1.675831823,1.67464019,1.755234589,1.725517988,1.632996821,1.456486691,1.420409174,1.426928792,1.382394156,1.364365549,1.356462347,1.359453041,1.346129038,1.37684809,1.323602198,1.411781395,1.266210949,1.248571635,1.251999974,1.209048607
Estonia,EST,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.958098327,0.873596074,1.046772487,1.067491718,1.287113364,1.376327115,1.502214462,1.667129501,1.743049295,1.699689225,1.899257555,1.857014265,1.997981423,2.092960807,2.209126255,1.70352622,1.679902519,1.895745981,1.911051369,1.953614056,2.088715139,2.170542747
Ethiopia,ETH,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,5.010041319,5.02573082,4.766701696,5.224845917,4.5296031,4.459546126,4.527434459,5.636251662,6.809706436,6.447947075,3.929285421,2.433466233,2.171800601,2.028132464,1.573623362,1.487174758,2.70961094,6.064489465,9.662831295,7.55585536,4.315901098,3.691078964,3.238706821,3.075838945,2.763079823,2.266839782,1.863148517,1.48936954,1.18355396,1.133782467,1.090707446,0.86836209,0.806417117,0.768419074,0.705490912,0.6707921
European Union,EUU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.743571965,4.62256602,4.621720781,4.415000734,4.285756104,4.156272938,4.077123815,4.013506652,3.869708487,3.559472331,3.218157195,3.203128254,3.240087966,3.090201313,3.107848113,3.171498418,3.065662629,3.056280854,3.052448269,3.02914847,3.08850503,3.174335593,3.258783635,3.237907123,3.185362929,3.11860542,2.990554457,2.964344604,2.793380083,2.694661363,2.609250039,2.520531726,2.389681685,2.295948585,2.194783785,2.047911329,2.016760547,1.972792932,1.92245948,1.900125318,1.860114437,1.825620292,1.824594485,1.823830627,1.794234714,1.750627781,1.695405534,1.658669237,1.679724416,1.77027878,1.706725132,1.638926576,1.6292647,1.563140365,1.521172944,1.508108927,1.521031933
Fragile and conflict affected situations,FCS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,2.372934502,4.186565894,3.032925679,2.581206057,2.702271071,4.677836243,5.100915518,5.094123253,4.790143606,4.931952756,5.241517076,6.14768684,6.382165897,6.156553824,5.954942136,5.720604031,5.405652603,5.425328965,6.968754867,,,,,,,,,,,4.213446084,4.144219228,,,3.344823883,3.355433929,4.237441342,3.93962386,3.502380096,3.63775977,4.071515169,3.236001767,3.060412987,2.670890589,2.603739353,2.755018496,2.73237639,3.419586939,,2.555559034,2.440748956,3.020812452,2.927547093,3.603893199,2.722234159
Finland,FIN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.714314733,1.779077274,2.435158099,1.867236312,1.801424815,1.741370844,1.660599759,1.56540035,1.700775206,1.393060943,1.345139071,1.416697608,1.496666302,1.421250313,1.24182189,1.468633431,1.308270267,1.377660419,1.396957057,1.444212956,1.626981771,1.506798971,1.599308912,1.774429797,1.560806011,1.629921935,1.662416321,1.595548405,1.56213357,1.483783123,1.513020547,1.721441549,1.843209353,1.809954751,1.699938304,1.422541499,1.530472271,1.535155051,1.463175558,1.223103772,1.241147504,1.144512833,1.154637229,1.323357679,1.344674622,1.341955264,1.321445537,1.180701454,1.274062908,1.431262394,1.371993586,1.369946513,1.403452573,1.40259076,1.3203617,1.313057548,1.371098093
Fiji,FJI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,0.187695516,0.21708353,0.248756219,0.218740698,0.242222222,0.300497813,0.396150952,0.507499094,0.872970664,0.938746773,0.862051351,0.91933346,1.251235067,1.344773127,1.32439426,1.227497152,1.130875009,2.133497133,2.222852104,2.459129933,2.284343434,2.347208619,1.993658515,1.959151299,1.84440952,1.761160634,1.542838019,1.478614667,1.36403682,1.22604763,1.902479248,1.97650996,1.677510099,1.61027625,1.715759387,1.433805394,1.742541049,2.219525882,1.520952799,1.786579266,1.60512895,1.610403907,1.490961685,1.386777455,1.030930695,1.073956718,0.975284053
France,FRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,6.194938255,6.044186199,5.887958944,5.409703325,5.181892016,5.016130324,4.895774355,4.90189872,4.720891953,4.199453789,3.949411252,3.78224127,3.68683718,3.578419127,3.47435037,3.599391481,3.562877865,3.655591775,3.713926151,3.680745062,3.756307768,3.864558028,3.838017389,3.85384243,3.794599576,3.742887987,3.673638571,3.714933353,3.527700432,3.428595953,3.339703219,3.347880617,3.203262374,3.201921972,3.167206841,2.967345243,2.874458874,2.827952381,2.65032647,2.592746984,2.471010965,2.407503679,2.426268254,2.484613158,2.495382169,2.400989177,2.344886085,2.275462951,2.257835008,2.483010721,2.334172804,2.256658139,2.238935776,2.222426033,2.232599137,2.274223958,2.261585198
Faroe Islands,FRO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,1.107784431,1.015088885,1.367595697,1.432401915,1.440532826,1.550230415,1.303538175,0.679580307,0.780709343,0.668474482,1.029701536,,1.877133106,1.603627516,2.28680324,2.447640676,2.553586628,2.255494152,2.859046984,3.995927717,,,,,,,,,,,,,,1.801452248,1.793952098,1.783170277,1.668327933,1.613166169,1.248682169,1.28261921,,,,1.871622566,1.46243423,1.619804648,1.604047179,1.144818396,1.194602857,1.427253664
United Kingdom,GBR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,6.343041412,6.190022143,6.210393713,6.082126186,5.899067585,5.756799452,5.588717004,5.576792793,5.313323755,4.920792648,4.648215827,4.539927703,4.624636318,4.387739522,4.533753671,4.775381152,4.628621089,4.403047422,4.232914485,4.185259512,4.489463054,4.457141795,4.812695462,4.826610444,4.926054775,4.758479322,4.525165058,4.191440132,3.768974595,3.613956986,3.562321232,3.681790403,3.456342889,3.211234729,3.024573401,2.593898734,2.475893157,2.321071944,2.270791425,2.206241646,2.155777374,2.190259465,2.256573135,2.314078888,2.259030374,2.198926824,2.146215009,2.154171756,2.281905345,2.446693198,2.390553783,2.310253066,2.210718047,2.09088432,1.972134125,1.882575236,1.843785719
Georgia,GEO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.210173031,1.253587681,1.136973961,0.924374864,0.615582488,0.740186006,1.000532992,1.068489122,1.373838927,3.339166906,5.218303931,9.159116512,8.520118397,5.60659705,3.902452814,3.247606292,3.104606068,2.737697382,2.517582317,2.38003327,2.196259223
Ghana,GHA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.710586881,2.107526882,2.021276596,2.018181818,1.923543689,1.73260573,2.226613966,,2.655882353,2.498750625,2.118193891,1.702,1.429840142,1.365324193,1.581545064,1.714934696,1.566809684,1.253247335,0.851281807,0.646304302,0.773592831,0.74009308,0.541347121,0.341179539,0.593211882,1.000443087,0.900481626,0.892627346,0.437882184,0.430845306,0.468869336,0.627386944,0.649368952,0.686965729,0.694466859,0.758839996,0.640673093,0.659996882,0.767876966,0.768034675,1.02115459,0.608709585,0.599647988,0.697575641,0.634514033,0.598185497,0.371050447,0.509249881,0.39844462,0.455352363,0.380677683,0.592259762,0.804165256,0.533396427,0.678998541,0.519715457,0.379209306
Gibraltar,GIB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.380191876,1.694382077,1.340506105,1.355911028,,,1.172671371,1.255008515,1.595106264,1.534637451,3.100210665,3.32468041,2.441181415,2.22856433,,,,,,,,2.980528209,3.158334882,2.973182386,3.305083056,2.487014657
"Gambia, The",GMB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,0.34090903,0.477501573,0.551225895,0.563939017,0.631086622,0.810531317,0.95839227,1.092743109,0.578908745,0.490257621,0.338576188,0.310370827,0.367245635,0.463277798,0.519690011,0.481928244,0.431932626,0.42450719,0.357026297,0.390720316,0.410205891,0.333698104,0.478245107,0.425347641,0.5691816,1.777188042,0.787806622,,,1.224353605,1.148387708,1.719416777,1.481032407,
Guinea-Bissau,GNB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,4.652647978,7.920223716,4.047903828,3.219359534,2.567214557,2.234091297,,2.080634721,,,,,0.855925838,0.870947718,0.701776941,0.676895595,1.404761905,,2.574832578,1.576220201,1.530165127,1.575428801,,2.064850055,,,,1.664337278,2.024004638,1.584788298,2.460042905,2.1146927,1.936040382,1.612162185,
Equatorial Guinea,GNQ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.360255322,2.430589036,,,,,,,,,,,,1.501825868,1.482309067,2.474929604,,,,,0.775977711,,0.179168686
Greece,GRC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.830619156,3.344516442,3.191588867,3.016999696,2.817352886,2.758669071,2.826280913,3.426130518,3.699109708,3.7759647,3.60595997,3.537878838,3.399163053,3.020966179,4.143600457,5.02219474,5.005712537,5.083297133,4.787998746,4.449543993,4.003155882,4.92585239,4.832264333,4.442384207,4.152905225,4.030174528,3.545310309,3.654830433,3.605598768,3.234207286,3.262109629,2.992952754,3.117428695,3.0919423,3.076349239,3.053567628,3.162777722,3.194917788,3.340208112,3.360469944,3.46535532,3.251412857,3.077374575,2.493894752,2.605672529,2.836596278,2.78341887,2.679305921,2.983052345,3.224841137,2.727009926,2.476949166,2.407691375,2.35768125,2.34297311,2.539308563,2.556799612
Grenada,GRD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.157922345,1.122325398,1.045307811,1.173007511,1.000202569,1.39559059,1.373454875,1.45714605,1.266687364,1.025999827,1.696428571,1.118500605,1.142150098,0.910789315,0.898307794,1.231520338,1.271390224,1.372137529,1.181102323,1.306753939,1.316968535,1.889514892,2.025811702,2.035911512,2.190918667,2.007352499,1.667508513,1.750719931,1.869067954,1.802859257,1.728009967,1.268436596,1.47261987,1.267059467,1.178531689,1.080431269,0.895721554,0.742815313,0.720836747,0.67560091,0.818335289,1.052063338,0.762245036,0.815655231,0.479415924,0.383913781,0.431829471,0.398456442,0.42542189,0.390660008,0.410754922,0.414299268,0.445274281,0.463794354,0.4488245,0.430266677,0.394493721
Guam,GUM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,1.643920596,2.597674662,6.433684211,7.631370478,5.503689873,3.486629329,3.302918332,3.700265252,3.944896928,5.126556017,4.516348774,4.778712882,8.497435897,5.479262925,2.981294878,2.663122346,1.583736781,0.905828314,0.603363065,0.983625619,0.976384048,1.014126393,0.915520349,0.787822958,,,,1.765990772,2.063973957,2.304933565,2.20308112,2.81610459,2.243545032,1.314888137,1.434895826,1.587463762,1.533184545,1.375436888,1.258122936,1.176455445,1.176032599,1.276563528,1.460490339,1.422713847
